populacao,ano,amazonia,fronteira,capital,latitude,longitude,altitude,area,sigla_uf,nome_uf,venda_gasolina,venda_etanol,venda_diesel,emissao_co,emissao_nox,emissao_covnm,emissao_mp25_total,emissao_mpcomb,emissao_co2e,energia_renovavel,municipio,regiao,uf_regiao,cluster
55407.0,2020,S,S,N,-11.733,-61.778,290,1457885,RO,RONDONIA,15823800,253000,14148269,6199.669634770454,5094.344085389888,882.4858807392843,212.37865258802333,112.25883270272472,1088.5551703627748,0.1989293727380639,Rolim de Moura,N,Norte,18
6216.0,2020,S,S,N,-11.902,-61.779,260,1197781,RO,RONDONIA,2444605,8850,1562650,7911.123844711041,5185.172702082733,1126.0617138649752,228.40216306802725,113.34827355860904,1261.492062016215,0.1747642361823134,Santa Luzia D'Oeste,N,Norte,18
102211.0,2020,S,S,N,-12.741,-60.146,600,11518929,RO,RONDONIA,27611800,972561,182544314,14941.487162445896,32971.34135795971,2095.600934518446,1180.311687088559,741.3325392010277,4685.800650739826,0.1414700155217138,Vilhena,N,Norte,13
23077.0,2020,S,S,N,-11.681,-62.684,205,8007866,RO,RONDONIA,5349000,44505,7270000,5647.720230781049,6098.113216400504,800.7626737256122,240.49415447280435,135.43140626985635,1138.5498007195094,0.1630631727413675,São Miguel do Guaporé,N,Norte,18
31392.0,2020,S,S,N,-10.411,-65.331,134,10071702,RO,RONDONIA,10173000,257597,17611000,8646.339174302011,10726.445464507517,1226.233558663922,413.2342488898951,238.9410637380172,1877.4302425572805,0.1868710686751165,Nova Mamoré,N,Norte,7
14106.0,2020,S,S,N,-11.408,-62.389,224,3029190,RO,RONDONIA,2560000,26939,2870000,4172.524697628128,3987.470222329587,592.5848897634789,160.9609964221947,88.27367496327442,789.2021202530285,0.1753464775686133,Alvorada D'Oeste,N,Norte,18
13255.0,2020,S,S,N,-12.128,-61.851,405,3958586,RO,RONDONIA,1557000,0,1553000,2605.5907240398,2315.382532940559,369.7688756507247,94.84306208564291,51.15777446424559,476.3704491632265,0.1514063020159716,Alto Alegre dos Parecis,N,Norte,1
21847.0,2020,S,N,N,-9.713,-63.321,0,2651818,RO,RONDONIA,2889000,50000,3488000,3114.3650146756418,3113.890164944598,442.4896245874161,124.6089307910398,69.01354553831112,602.0905816261875,0.1883097867430196,Alto Paraíso,N,Norte,1
40356.0,2020,S,S,N,-10.212,-63.829,200,3265739,RO,RONDONIA,7937500,109796,10162000,4710.530541220874,4892.491114656347,668.6698325752391,194.35634392449543,108.54454279045429,929.4503650575872,0.1778130368208889,Buritis,N,Norte,18
8329.0,2020,S,S,N,-11.71,-62.0,0,843446,RO,RONDONIA,2355000,11000,1506000,5690.593729052726,3729.448469267796,810.127593379503,164.28994516237512,81.52393900361417,907.145024845054,0.1782398077280419,Novo Horizonte do Oeste,N,Norte,18
